position,RM
passes_completed,-1.2876
passes,-1.3858
dribbles_completed,-0.1307
dribbles,-0.0375
passes_completed_short,-0.9121
passes_short,-0.8737
passes_completed_medium,-1.1564
passes_medium,-1.2694
passes_completed_long,-1.2631
passes_long,-1.2965
passes_total_distance,-1.3039
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,-1.5692
passes_switches,-1.0162
crosses,-0.3455
corner_kicks,-0.5086
passes_intercepted,-0.9117
passes_blocked,0.1222
dispossessed,0.183
goals,-0.7238
assists,0.0373
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.1755
shots_on_target,-0.905
sca,-0.7375
gca,-0.1129
xg,-0.7459
crosses_into_penalty_area,-0.4938
passes_into_final_third,-1.2552
passes_into_penalty_area,-0.5191
progressive_passes,-1.153
carry_progressive_distance,-0.8958
assisted_shots,-0.7435
fouled,-0.507
pens_won,-0.2935
tackles,0.299
interceptions,0.7875
blocks,0.7402
tackles_won,0.1919
dribble_tackles,0.0311
dribbles_vs,-0.0752
pressures,0.2482
pressure_regains,-0.4447
clearances,-0.4687
errors,-0.3758
aerials_won,-0.9338
aerials_lost,-0.6464
ball_recoveries,-0.9547
pens_conceded,-0.3182
fouls,-0.0846
cards_yellow_red,-0.1906
