position,CM
minutes,-0.1935
passes_completed,-0.4325
passes,-0.3618
dribbles_completed,-0.1319
dribbles,-0.1629
passes_completed_short,-0.2865
passes_short,-0.245
passes_completed_medium,-0.4606
passes_medium,-0.3916
passes_completed_long,-0.5577
passes_long,-0.4445
passes_total_distance,-0.4941
passes_free_kicks,-0.4683
through_balls,-0.5
passes_pressure,-0.1168
passes_switches,-0.4887
crosses,0.3039
corner_kicks,-0.3242
passes_intercepted,-0.0191
passes_blocked,0.424
dispossessed,0.1861
goals,-0.3403
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.1514
shots_on_target,-0.1136
sca,-0.0976
gca,-0.3146
xg,-0.1904
crosses_into_penalty_area,0.0066
passes_into_final_third,-0.1765
passes_into_penalty_area,0.2333
progressive_passes,0.0331
carry_progressive_distance,-0.3482
assisted_shots,-0.0413
fouled,0.3468
pens_won,-0.3681
tackles,0.655
interceptions,-0.1618
blocks,0.6177
tackles_won,0.5751
dribble_tackles,0.5891
dribbles_vs,0.448
pressures,0.4327
pressure_regains,0.3952
clearances,-0.1176
errors,-0.5331
aerials_won,-0.0666
aerials_lost,-0.0334
ball_recoveries,-0.1341
pens_conceded,-0.4889
fouls,0.0762
cards_yellow_red,-0.3235
