position,LM
minutes,-0.6347
passes_completed,0.4465
passes,0.6963
dribbles_completed,-0.9003
dribbles,-0.6368
passes_completed_short,0.7013
passes_short,0.7408
passes_completed_medium,0.2799
passes_medium,0.5069
passes_completed_long,-0.1933
passes_long,0.0956
passes_total_distance,0.2122
passes_free_kicks,-0.1074
through_balls,-0.632
passes_pressure,1.1663
passes_switches,-0.2323
crosses,3.7212
corner_kicks,0.3261
passes_intercepted,2.5017
passes_blocked,1.7545
dispossessed,-0.7129
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0261
shots_on_target,-0.2689
sca,0.5842
gca,-0.3205
xg,-0.5568
crosses_into_penalty_area,2.4383
passes_into_final_third,0.0837
passes_into_penalty_area,1.116
progressive_passes,1.4186
carry_progressive_distance,0.1136
assisted_shots,1.053
fouled,-1.2464
pens_won,-0.2935
tackles,-0.3176
interceptions,-0.3408
blocks,-1.1322
tackles_won,-1.0226
dribble_tackles,0.6145
dribbles_vs,-0.1499
pressures,0.0663
pressure_regains,0.0564
clearances,-0.5486
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.8443
ball_recoveries,0.2607
pens_conceded,-0.3182
fouls,-0.5382
cards_yellow_red,-0.1906
