position,FW
minutes,-0.4036
passes_completed,-0.7942
passes,-0.8313
dribbles_completed,0.4189
dribbles,0.6469
passes_completed_short,-0.4698
passes_short,-0.4059
passes_completed_medium,-0.9333
passes_medium,-0.9181
passes_completed_long,-0.414
passes_long,-0.5658
passes_total_distance,-0.7513
passes_free_kicks,-0.3549
through_balls,-0.632
passes_pressure,-0.1556
passes_switches,0.7241
crosses,0.185
corner_kicks,1.5891
passes_intercepted,0.1298
passes_blocked,-0.7648
dispossessed,1.4633
goals,0.8956
assists,-0.0159
pens_made,-0.2418
pens_att,-0.271
shots_total,0.9522
shots_on_target,0.8182
sca,0.6134
gca,0.247
xg,0.9361
crosses_into_penalty_area,0.1489
passes_into_final_third,-0.8755
passes_into_penalty_area,0.1654
progressive_passes,-0.6694
carry_progressive_distance,0.1129
assisted_shots,0.6338
fouled,0.7531
pens_won,1.9397
tackles,-0.8537
interceptions,-0.4554
blocks,0.7586
tackles_won,-0.5181
dribble_tackles,-1.1879
dribbles_vs,-0.6431
pressures,0.3945
pressure_regains,0.012
clearances,-0.7316
errors,-0.3758
aerials_won,-0.3784
aerials_lost,-0.1531
ball_recoveries,-1.0694
pens_conceded,-0.3182
fouls,-0.6713
cards_yellow_red,-0.1906
