position,LM
minutes,415.0
passes_completed,-1.1187
passes,-1.1348
dribbles_completed,1.148
dribbles,1.5237
passes_completed_short,-0.9535
passes_short,-1.0187
passes_completed_medium,-0.9343
passes_medium,-0.8467
passes_completed_long,-0.9886
passes_long,-1.1739
passes_total_distance,-1.1122
passes_free_kicks,-0.7662
through_balls,-0.6322
passes_pressure,0.1541
passes_switches,-1.3948
crosses,-0.5993
corner_kicks,-0.5567
passes_intercepted,-0.3327
passes_blocked,0.6673
dispossessed,0.5486
goals,1.762
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.4965
shots_on_target,1.6291
sca,-0.2714
gca,-1.0103
xg,0.8229
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.0949
passes_into_penalty_area,-0.6296
progressive_passes,-0.6685
carry_progressive_distance,-0.0716
assisted_shots,-0.1497
fouled,0.679
pens_won,-0.2937
tackles,-1.4559
interceptions,-0.7306
blocks,-2.0105
tackles_won,-1.4572
dribble_tackles,-0.8636
dribbles_vs,-1.2077
pressures,0.208
pressure_regains,-0.6169
clearances,-0.8849
errors,-0.376
aerials_won,1.264
aerials_lost,1.6015
ball_recoveries,-0.9037
pens_conceded,-0.3183
fouls,0.0626
cards_yellow_red,-0.1907
