position,LM
passes_completed,-0.7726
passes,-0.7409
dribbles_completed,-0.8008
dribbles,-0.318
passes_completed_short,-0.5519
passes_short,-0.7226
passes_completed_medium,-0.8697
passes_medium,-0.8465
passes_completed_long,-0.5247
passes_long,-0.1054
passes_total_distance,-0.779
passes_free_kicks,-0.7856
through_balls,-0.632
passes_pressure,-1.602
passes_switches,-1.1799
crosses,-0.3104
corner_kicks,-0.5565
passes_intercepted,-1.388
passes_blocked,-0.1123
dispossessed,-0.2823
goals,-0.7238
assists,0.8332
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9127
shots_on_target,-0.5381
sca,-0.2175
gca,-0.1198
xg,-0.8908
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.4588
passes_into_penalty_area,-0.3688
progressive_passes,0.2506
carry_progressive_distance,-0.6243
assisted_shots,0.329
fouled,-1.3948
pens_won,-0.2935
tackles,0.1629
interceptions,0.4549
blocks,1.4238
tackles_won,0.6134
dribble_tackles,0.1522
dribbles_vs,0.6157
pressures,0.6969
pressure_regains,0.9149
clearances,-0.4127
errors,-0.3758
aerials_won,-0.1299
aerials_lost,-0.7037
ball_recoveries,-0.0415
pens_conceded,-0.3182
fouls,-0.0999
cards_yellow_red,-0.1906
