position,AM
passes_completed,0.008
passes,0.0584
dribbles_completed,-0.4966
dribbles,-0.416
passes_completed_short,0.6864
passes_short,0.8727
passes_completed_medium,-0.5344
passes_medium,-0.6009
passes_completed_long,-0.3153
passes_long,-0.4104
passes_total_distance,-0.3143
passes_free_kicks,-0.2238
through_balls,0.0527
passes_pressure,-0.0393
passes_switches,-0.9803
crosses,-0.2591
corner_kicks,0.3605
passes_intercepted,1.0867
passes_blocked,0.6736
dispossessed,0.4441
goals,0.3836
assists,0.0035
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.1111
shots_on_target,-0.0814
sca,0.124
gca,0.2794
xg,-0.0579
crosses_into_penalty_area,-0.167
passes_into_final_third,0.9794
passes_into_penalty_area,1.1098
progressive_passes,0.6667
carry_progressive_distance,-0.8898
assisted_shots,0.9635
fouled,0.6848
pens_won,-0.2935
tackles,0.2041
interceptions,-0.2229
blocks,0.6868
tackles_won,0.1915
dribble_tackles,-1.1814
dribbles_vs,1.2083
pressures,1.6715
pressure_regains,1.0378
clearances,-0.2007
errors,-0.3758
aerials_won,-0.4562
aerials_lost,-0.0225
ball_recoveries,-0.2119
pens_conceded,-0.3182
fouls,-0.1666
cards_yellow_red,-0.1906
