position,FW
passes_completed,-1.4281
passes,-1.6238
dribbles_completed,0.0638
dribbles,-0.0939
passes_completed_short,-1.1508
passes_short,-1.1778
passes_completed_medium,-1.2268
passes_medium,-1.3804
passes_completed_long,-1.3387
passes_long,-1.5799
passes_total_distance,-1.4242
passes_free_kicks,-1.0216
through_balls,0.0139
passes_pressure,-0.5939
passes_switches,-1.199
crosses,-0.2336
corner_kicks,-0.5565
passes_intercepted,-0.3618
passes_blocked,-0.2683
dispossessed,1.4732
goals,0.8431
assists,0.6903
pens_made,-0.2418
pens_att,-0.271
shots_total,0.012
shots_on_target,0.0883
sca,0.2436
gca,0.2063
xg,0.877
crosses_into_penalty_area,-0.2058
passes_into_final_third,-1.2908
passes_into_penalty_area,-0.3099
progressive_passes,-1.24
carry_progressive_distance,-1.0362
assisted_shots,0.5681
fouled,1.9063
pens_won,-0.2935
tackles,-0.9976
interceptions,-1.4463
blocks,-1.7772
tackles_won,-1.0388
dribble_tackles,-1.1959
dribbles_vs,-1.5432
pressures,0.416
pressure_regains,0.2767
clearances,-0.9603
errors,-0.3758
aerials_won,0.0556
aerials_lost,2.5546
ball_recoveries,-1.1968
pens_conceded,-0.3182
fouls,0.76
cards_yellow_red,-0.1906
