position,DM
passes_completed,-0.0828
passes,-0.1479
dribbles_completed,-0.373
dribbles,-0.4394
passes_completed_short,-0.2695
passes_short,-0.2444
passes_completed_medium,0.0551
passes_medium,-0.021
passes_completed_long,0.006
passes_long,-0.0707
passes_total_distance,-0.0542
passes_free_kicks,-0.6885
through_balls,-0.7252
passes_pressure,-0.0644
passes_switches,0.4725
crosses,-0.9378
corner_kicks,-0.4808
passes_intercepted,-0.4952
passes_blocked,-0.7921
dispossessed,-0.7895
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.1615
shots_on_target,-0.9871
sca,-0.9687
gca,-0.6051
xg,-0.8186
crosses_into_penalty_area,-0.6671
passes_into_final_third,-0.0419
passes_into_penalty_area,-0.8586
progressive_passes,-0.1154
carry_progressive_distance,-0.9388
assisted_shots,-0.8291
fouled,-0.8306
pens_won,-0.3695
tackles,0.4541
interceptions,1.6818
blocks,-0.7926
tackles_won,0.2173
dribble_tackles,0.159
dribbles_vs,0.3444
pressures,-0.0719
pressure_regains,0.0659
clearances,-0.2687
errors,-0.5457
aerials_won,-0.4216
aerials_lost,-0.5558
ball_recoveries,0.8697
pens_conceded,-0.4415
fouls,0.0962
cards_yellow_red,-0.2618
