position,AM
minutes,857.0
passes_completed,0.7336
passes,0.5936
dribbles_completed,1.0727
dribbles,0.8668
passes_completed_short,1.581
passes_short,1.6605
passes_completed_medium,0.3238
passes_medium,0.2314
passes_completed_long,-0.6267
passes_long,-1.088
passes_total_distance,0.1569
passes_free_kicks,-1.022
through_balls,2.3449
passes_pressure,1.1924
passes_switches,-1.0573
crosses,-0.7895
corner_kicks,-0.457
passes_intercepted,1.3426
passes_blocked,0.2809
dispossessed,1.7941
goals,2.8875
assists,-0.7714
pens_made,2.2557
pens_att,1.8164
shots_total,1.326
shots_on_target,2.3176
sca,0.7914
gca,1.3258
xg,2.6552
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.4333
passes_into_penalty_area,2.7982
progressive_passes,1.9132
carry_progressive_distance,0.2119
assisted_shots,-0.3398
fouled,-1.524
pens_won,-0.2937
tackles,-0.9748
interceptions,-0.9788
blocks,-0.3701
tackles_won,-0.7345
dribble_tackles,-0.8816
dribbles_vs,-0.2439
pressures,1.0871
pressure_regains,1.5174
clearances,-0.6361
errors,1.8268
aerials_won,-0.7144
aerials_lost,1.1819
ball_recoveries,-0.8154
pens_conceded,-0.3183
fouls,-0.6842
cards_yellow_red,-0.1907
