position,LW
passes_completed,-1.1635
passes,-1.442
dribbles_completed,1.5933
dribbles,1.9869
passes_completed_short,-0.721
passes_short,-0.7547
passes_completed_medium,-1.0437
passes_medium,-1.2499
passes_completed_long,-1.3347
passes_long,-1.5983
passes_total_distance,-1.2558
passes_free_kicks,-0.9851
through_balls,0.2466
passes_pressure,-1.0219
passes_switches,-1.2614
crosses,-0.3686
corner_kicks,-0.3799
passes_intercepted,-0.4767
passes_blocked,-0.5978
dispossessed,1.2863
goals,1.4078
assists,0.223
pens_made,-0.2418
pens_att,0.345
shots_total,0.6613
shots_on_target,1.0226
sca,0.4585
gca,0.9204
xg,1.7367
crosses_into_penalty_area,-0.7408
passes_into_final_third,-1.151
passes_into_penalty_area,0.3405
progressive_passes,-0.5877
carry_progressive_distance,1.6732
assisted_shots,-0.2823
fouled,-0.4505
pens_won,0.4414
tackles,-1.3448
interceptions,-0.6648
blocks,-1.7168
tackles_won,-1.1852
dribble_tackles,-1.109
dribbles_vs,-1.243
pressures,-0.0242
pressure_regains,-0.7572
clearances,-0.9778
errors,-0.3758
aerials_won,-1.1056
aerials_lost,-1.0053
ball_recoveries,-1.3417
pens_conceded,-0.3182
fouls,-1.2409
cards_yellow_red,-0.1906
