position,RB
minutes,775.0
passes_completed,2.272
passes,2.129
dribbles_completed,-0.9864
dribbles,-1.1098
passes_completed_short,2.7363
passes_short,2.689
passes_completed_medium,2.0913
passes_medium,1.9832
passes_completed_long,0.0567
passes_long,0.1131
passes_total_distance,1.6089
passes_free_kicks,0.6223
through_balls,-0.6322
passes_pressure,1.9872
passes_switches,-0.1508
crosses,0.5882
corner_kicks,-0.5567
passes_intercepted,-1.3133
passes_blocked,0.3384
dispossessed,-0.495
goals,-0.0584
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9679
shots_on_target,-0.7443
sca,-0.6425
gca,-1.0103
xg,-0.5574
crosses_into_penalty_area,0.7923
passes_into_final_third,0.2242
passes_into_penalty_area,-0.3999
progressive_passes,-0.1232
carry_progressive_distance,-0.4968
assisted_shots,0.2723
fouled,-0.2533
pens_won,-0.2937
tackles,-1.282
interceptions,-0.4234
blocks,0.0221
tackles_won,-1.6333
dribble_tackles,-1.1303
dribbles_vs,-1.1534
pressures,-1.4132
pressure_regains,-1.6749
clearances,0.9426
errors,-0.376
aerials_won,1.2006
aerials_lost,-0.4832
ball_recoveries,0.9338
pens_conceded,-0.3183
fouls,-1.8569
cards_yellow_red,-0.1907
