position,AM
minutes,761.0
passes_completed,-0.1731
passes,-0.088
dribbles_completed,-0.4603
dribbles,-0.0656
passes_completed_short,0.108
passes_short,0.3573
passes_completed_medium,-0.0982
passes_medium,-0.1239
passes_completed_long,-0.8108
passes_long,-0.9636
passes_total_distance,-0.3946
passes_free_kicks,-0.8825
through_balls,0.206
passes_pressure,1.4879
passes_switches,-1.0147
crosses,-0.4531
corner_kicks,0.0047
passes_intercepted,1.4691
passes_blocked,1.2422
dispossessed,0.7266
goals,0.6317
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.7875
shots_on_target,0.4206
sca,0.6234
gca,0.042
xg,0.2985
crosses_into_penalty_area,-0.4324
passes_into_final_third,-0.4667
passes_into_penalty_area,1.2815
progressive_passes,0.2915
carry_progressive_distance,0.0199
assisted_shots,0.6427
fouled,-0.2273
pens_won,-0.2937
tackles,0.2707
interceptions,-0.4011
blocks,-0.8639
tackles_won,-0.3886
dribble_tackles,-1.1247
dribbles_vs,0.8085
pressures,0.705
pressure_regains,0.9871
clearances,-0.517
errors,-0.376
aerials_won,-0.3039
aerials_lost,0.1468
ball_recoveries,0.0578
pens_conceded,-0.3183
fouls,-0.8957
cards_yellow_red,-0.1907
