position,CB
passes_completed,-0.136
passes,-0.329
dribbles_completed,-1.1704
dribbles,-1.2226
passes_completed_short,-0.9527
passes_short,-1.1494
passes_completed_medium,0.2178
passes_medium,0.0701
passes_completed_long,0.8654
passes_long,0.7056
passes_total_distance,0.2832
passes_free_kicks,1.1221
through_balls,-0.632
passes_pressure,-0.4905
passes_switches,-0.3517
crosses,-1.1087
corner_kicks,-0.5565
passes_intercepted,-1.0965
passes_blocked,-1.5803
dispossessed,-1.3777
goals,-0.5378
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8556
shots_on_target,-0.8695
sca,-1.3357
gca,-1.0099
xg,-0.4712
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.91
passes_into_penalty_area,-1.206
progressive_passes,-1.1635
carry_progressive_distance,-0.4766
assisted_shots,-1.2553
fouled,-0.9637
pens_won,-0.2935
tackles,-0.3171
interceptions,-0.8906
blocks,-0.1572
tackles_won,-0.0201
dribble_tackles,-0.1485
dribbles_vs,-1.1707
pressures,-1.3815
pressure_regains,-0.7636
clearances,1.681
errors,0.3047
aerials_won,0.9206
aerials_lost,-0.1812
ball_recoveries,0.1396
pens_conceded,1.4619
fouls,-0.3626
cards_yellow_red,1.1804
