position,AM
passes_completed,0.2244
passes,0.3277
dribbles_completed,0.778
dribbles,0.9245
passes_completed_short,0.5068
passes_short,0.4897
passes_completed_medium,-0.0773
passes_medium,0.021
passes_completed_long,-0.0773
passes_long,-0.0276
passes_total_distance,0.0109
passes_free_kicks,0.2792
through_balls,0.6794
passes_pressure,0.9278
passes_switches,0.9785
crosses,1.5881
corner_kicks,1.338
passes_intercepted,0.1356
passes_blocked,1.0773
dispossessed,0.9577
goals,1.6145
assists,1.6957
pens_made,0.8486
pens_att,1.115
shots_total,1.5394
shots_on_target,1.1946
sca,2.0737
gca,1.3984
xg,1.5594
crosses_into_penalty_area,0.986
passes_into_final_third,-0.0431
passes_into_penalty_area,2.1307
progressive_passes,0.7805
carry_progressive_distance,0.8033
assisted_shots,2.4733
fouled,-0.1804
pens_won,0.2031
tackles,-0.6091
interceptions,-0.6995
blocks,-0.4831
tackles_won,-0.684
dribble_tackles,-0.6692
dribbles_vs,0.0456
pressures,0.1967
pressure_regains,0.1837
clearances,-0.8445
errors,-0.1246
aerials_won,-0.6811
aerials_lost,-0.0453
ball_recoveries,-0.6624
pens_conceded,-0.4415
fouls,-0.6262
cards_yellow_red,-0.2618
