position,AM
minutes,-0.7247
passes_completed,-0.6787
passes,-0.7016
dribbles_completed,0.1954
dribbles,0.1873
passes_completed_short,-0.6141
passes_short,-0.6111
passes_completed_medium,-0.6391
passes_medium,-0.6687
passes_completed_long,-0.6695
passes_long,-0.6357
passes_total_distance,-0.6887
passes_free_kicks,-0.4867
through_balls,-0.2865
passes_pressure,-0.6735
passes_switches,-0.5982
crosses,-0.206
corner_kicks,0.0686
passes_intercepted,-0.5354
passes_blocked,-0.4232
dispossessed,0.2101
goals,-0.0767
assists,0.1146
pens_made,1.1384
pens_att,0.8987
shots_total,-0.2102
shots_on_target,-0.2682
sca,-0.1663
gca,0.2114
xg,-0.0023
crosses_into_penalty_area,-0.2735
passes_into_final_third,-0.6139
passes_into_penalty_area,-0.1325
progressive_passes,-0.495
carry_progressive_distance,-0.3026
assisted_shots,-0.2065
fouled,-0.5167
pens_won,-0.3681
tackles,-0.6817
interceptions,-0.7673
blocks,-0.7226
tackles_won,-0.6605
dribble_tackles,-0.7477
dribbles_vs,-0.639
pressures,-0.5351
pressure_regains,-0.5059
clearances,-0.5796
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.7402
ball_recoveries,-0.6347
pens_conceded,-0.4889
fouls,-0.7033
cards_yellow_red,-0.3235
