position,GK
minutes,0.5231
passes_completed,-0.0515
passes,0.0317
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.5934
passes_short,-0.6424
passes_completed_medium,-0.0709
passes_medium,-0.1858
passes_completed_long,1.2814
passes_long,1.5199
passes_total_distance,0.4685
passes_free_kicks,1.5973
through_balls,-0.5
passes_pressure,-0.4456
passes_switches,-0.2515
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.6546
passes_blocked,-0.8219
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6888
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6512
passes_into_penalty_area,-0.6203
progressive_passes,-0.7807
carry_progressive_distance,-0.4244
assisted_shots,-0.6472
fouled,-0.5421
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8715
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9067
pressure_regains,-0.9168
clearances,-0.6002
errors,0.2502
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.1267
pens_conceded,0.7569
fouls,-0.8915
cards_yellow_red,-0.3235
