position,CB
minutes,4124.0
passes_completed,0.3308
passes,0.0884
dribbles_completed,-1.0259
dribbles,-1.1193
passes_completed_short,-0.5695
passes_short,-0.7687
passes_completed_medium,0.974
passes_medium,0.7606
passes_completed_long,0.4727
passes_long,0.4448
passes_total_distance,0.6152
passes_free_kicks,0.8577
through_balls,-0.4775
passes_pressure,-1.2664
passes_switches,-0.3195
crosses,-1.0459
corner_kicks,-0.5567
passes_intercepted,-0.6812
passes_blocked,-1.4193
dispossessed,-1.2174
goals,-0.599
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1514
shots_on_target,-0.922
sca,-1.3599
gca,-0.9132
xg,-0.8127
crosses_into_penalty_area,-0.7736
passes_into_final_third,-0.115
passes_into_penalty_area,-1.0349
progressive_passes,-0.5618
carry_progressive_distance,-0.7198
assisted_shots,-1.2076
fouled,-1.135
pens_won,-0.2937
tackles,-0.471
interceptions,0.2335
blocks,0.3591
tackles_won,-0.4625
dribble_tackles,-0.1664
dribbles_vs,-0.664
pressures,-1.2763
pressure_regains,-1.0466
clearances,2.4145
errors,0.5395
aerials_won,0.2027
aerials_lost,0.4635
ball_recoveries,0.5002
pens_conceded,0.8791
fouls,-0.5604
cards_yellow_red,-0.1907
