position,CM
minutes,3159.0
passes_completed,0.153
passes,0.1998
dribbles_completed,-0.6771
dribbles,-0.7075
passes_completed_short,0.0084
passes_short,0.0871
passes_completed_medium,0.2656
passes_medium,0.3237
passes_completed_long,0.0269
passes_long,-0.1189
passes_total_distance,0.1447
passes_free_kicks,-0.3161
through_balls,-0.0265
passes_pressure,0.6657
passes_switches,-0.2046
crosses,-0.9245
corner_kicks,-0.5567
passes_intercepted,0.5465
passes_blocked,0.0893
dispossessed,0.4552
goals,0.0924
assists,-0.3145
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.373
shots_on_target,-0.3306
sca,-0.5001
gca,-0.3766
xg,-0.1951
crosses_into_penalty_area,-0.5484
passes_into_final_third,0.4516
passes_into_penalty_area,-0.1049
progressive_passes,0.6077
carry_progressive_distance,-0.8736
assisted_shots,-0.4954
fouled,-0.0102
pens_won,-0.2937
tackles,0.5938
interceptions,0.388
blocks,1.5903
tackles_won,0.7046
dribble_tackles,0.3729
dribbles_vs,0.8748
pressures,1.3602
pressure_regains,0.7148
clearances,0.1168
errors,0.2216
aerials_won,0.44
aerials_lost,0.2411
ball_recoveries,1.7016
pens_conceded,-0.3183
fouls,0.3084
cards_yellow_red,-0.1907
