position,FW
minutes,-0.1202
passes_completed,-1.5511
passes,-1.7066
dribbles_completed,0.2998
dribbles,0.499
passes_completed_short,-1.3691
passes_short,-1.2824
passes_completed_medium,-1.3472
passes_medium,-1.5146
passes_completed_long,-1.0999
passes_long,-1.3175
passes_total_distance,-1.4376
passes_free_kicks,-1.0216
through_balls,-0.1813
passes_pressure,-1.7518
passes_switches,-0.6451
crosses,-0.5586
corner_kicks,-0.4358
passes_intercepted,-0.6647
passes_blocked,-0.2868
dispossessed,0.6723
goals,0.7339
assists,0.7584
pens_made,-0.2418
pens_att,-0.271
shots_total,0.7463
shots_on_target,1.7768
sca,-0.1309
gca,0.4044
xg,1.1192
crosses_into_penalty_area,-0.8504
passes_into_final_third,-1.0803
passes_into_penalty_area,-0.8103
progressive_passes,-1.2426
carry_progressive_distance,-0.6903
assisted_shots,-0.208
fouled,-0.9778
pens_won,-0.2935
tackles,-0.7642
interceptions,-0.7062
blocks,-1.6505
tackles_won,-0.9461
dribble_tackles,-1.2689
dribbles_vs,-0.4019
pressures,1.6146
pressure_regains,1.2799
clearances,-0.9768
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.2042
ball_recoveries,-0.8718
pens_conceded,-0.3182
fouls,-0.3964
cards_yellow_red,-0.1906
