position,RM
minutes,448.0
passes_completed,0.7523
passes,0.8906
dribbles_completed,5.4004
dribbles,4.4476
passes_completed_short,1.8213
passes_short,1.9836
passes_completed_medium,-0.0051
passes_medium,0.2193
passes_completed_long,-0.1585
passes_long,-0.4055
passes_total_distance,0.3307
passes_free_kicks,-0.548
through_balls,3.6391
passes_pressure,2.3485
passes_switches,0.1115
crosses,1.5152
corner_kicks,2.1131
passes_intercepted,-0.445
passes_blocked,2.2403
dispossessed,1.5407
goals,0.4274
assists,4.0614
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.7858
shots_on_target,0.9408
sca,2.5575
gca,2.5647
xg,0.5523
crosses_into_penalty_area,1.9916
passes_into_final_third,-0.6415
passes_into_penalty_area,2.4623
progressive_passes,-0.127
carry_progressive_distance,4.2802
assisted_shots,2.6439
fouled,1.0493
pens_won,-0.2937
tackles,-1.0181
interceptions,-1.2175
blocks,-0.7722
tackles_won,-1.1338
dribble_tackles,-0.3738
dribbles_vs,-0.083
pressures,0.7794
pressure_regains,0.666
clearances,-0.7736
errors,-0.376
aerials_won,-0.935
aerials_lost,-1.1191
ball_recoveries,-0.6891
pens_conceded,-0.3183
fouls,0.2327
cards_yellow_red,-0.1907
