position,FW
minutes,-0.2798
passes_completed,-0.4477
passes,-0.421
dribbles_completed,0.2458
dribbles,0.4006
passes_completed_short,-0.2928
passes_short,-0.2726
passes_completed_medium,-0.4752
passes_medium,-0.4305
passes_completed_long,-0.6089
passes_long,-0.5387
passes_total_distance,-0.5325
passes_free_kicks,-0.5605
through_balls,-0.073
passes_pressure,-0.3229
passes_switches,-0.4887
crosses,0.1764
corner_kicks,-0.3242
passes_intercepted,-0.1382
passes_blocked,0.0253
dispossessed,0.0178
goals,0.0551
assists,0.1146
pens_made,0.4563
pens_att,0.3272
shots_total,0.0054
shots_on_target,0.1442
sca,-0.2763
gca,0.1062
xg,-0.0023
crosses_into_penalty_area,-0.1802
passes_into_final_third,-0.5395
passes_into_penalty_area,-0.3459
progressive_passes,-0.5383
carry_progressive_distance,0.0506
assisted_shots,-0.3993
fouled,-0.1358
pens_won,-0.3681
tackles,-0.2299
interceptions,-0.1262
blocks,-0.1269
tackles_won,-0.3369
dribble_tackles,-0.213
dribbles_vs,-0.2957
pressures,-0.2348
pressure_regains,-0.2529
clearances,-0.518
errors,0.2502
aerials_won,-0.6032
aerials_lost,-0.4908
ball_recoveries,-0.3956
pens_conceded,-0.4889
fouls,-0.4614
cards_yellow_red,-0.3235
