position,RW
minutes,728.0
passes_completed,-1.2538
passes,-0.8959
dribbles_completed,1.0741
dribbles,0.91
passes_completed_short,-0.9946
passes_short,-0.7308
passes_completed_medium,-1.3032
passes_medium,-1.2109
passes_completed_long,-0.644
passes_long,-0.1383
passes_total_distance,-1.1438
passes_free_kicks,0.1449
through_balls,0.244
passes_pressure,-0.1637
passes_switches,0.0619
crosses,2.331
corner_kicks,0.7342
passes_intercepted,0.7504
passes_blocked,2.1049
dispossessed,0.264
goals,-0.0155
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1607
shots_on_target,-0.4229
sca,0.0259
gca,-0.4603
xg,-0.447
crosses_into_penalty_area,1.773
passes_into_final_third,-1.0204
passes_into_penalty_area,0.2388
progressive_passes,-1.0285
carry_progressive_distance,0.6479
assisted_shots,0.9127
fouled,-1.4989
pens_won,-0.2937
tackles,-0.6522
interceptions,0.4306
blocks,0.1753
tackles_won,-0.7554
dribble_tackles,0.5265
dribbles_vs,0.2078
pressures,-0.3037
pressure_regains,-0.7847
clearances,-0.42
errors,-0.376
aerials_won,-0.7639
aerials_lost,-0.5571
ball_recoveries,-0.3008
pens_conceded,-0.3183
fouls,-0.8436
cards_yellow_red,-0.1907
