position,CM
minutes,-0.1979
passes_completed,0.2777
passes,0.2353
dribbles_completed,-0.6265
dribbles,-0.7466
passes_completed_short,-0.1957
passes_short,-0.3608
passes_completed_medium,0.4369
passes_medium,0.3746
passes_completed_long,0.7319
passes_long,0.8444
passes_total_distance,0.4626
passes_free_kicks,-0.2805
through_balls,-0.1373
passes_pressure,-0.1616
passes_switches,0.0262
crosses,-0.2145
corner_kicks,-0.4902
passes_intercepted,0.2698
passes_blocked,-0.5401
dispossessed,-1.0195
goals,-0.3237
assists,-0.2115
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.893
shots_on_target,-0.3442
sca,-0.6024
gca,-0.3889
xg,-0.7403
crosses_into_penalty_area,0.137
passes_into_final_third,0.8125
passes_into_penalty_area,0.0023
progressive_passes,0.5816
carry_progressive_distance,-0.0981
assisted_shots,-0.3927
fouled,-1.0993
pens_won,-0.2935
tackles,-0.3162
interceptions,2.0115
blocks,2.1479
tackles_won,-0.249
dribble_tackles,-0.1435
dribbles_vs,1.3104
pressures,2.2503
pressure_regains,0.634
clearances,-0.3007
errors,-0.3758
aerials_won,-1.0665
aerials_lost,-1.0372
ball_recoveries,0.8818
pens_conceded,-0.3182
fouls,-1.3658
cards_yellow_red,-0.1906
