position,LW
minutes,3114.0
passes_completed,-0.5211
passes,-0.4532
dribbles_completed,0.8282
dribbles,1.1211
passes_completed_short,-0.1007
passes_short,-0.092
passes_completed_medium,-0.7221
passes_medium,-0.6988
passes_completed_long,-0.5871
passes_long,-0.4174
passes_total_distance,-0.6622
passes_free_kicks,0.2056
through_balls,2.0306
passes_pressure,-0.1132
passes_switches,-0.1564
crosses,0.8188
corner_kicks,1.1717
passes_intercepted,-0.164
passes_blocked,0.8348
dispossessed,1.5943
goals,-0.0614
assists,0.8509
pens_made,1.8202
pens_att,1.4524
shots_total,1.5029
shots_on_target,0.8131
sca,1.5092
gca,1.6899
xg,1.0609
crosses_into_penalty_area,0.0693
passes_into_final_third,-0.2271
passes_into_penalty_area,0.3645
progressive_passes,-0.0022
carry_progressive_distance,0.8405
assisted_shots,0.8459
fouled,2.0451
pens_won,0.3917
tackles,-0.0876
interceptions,-0.8519
blocks,-0.5793
tackles_won,-0.0168
dribble_tackles,0.0929
dribbles_vs,0.5421
pressures,0.5466
pressure_regains,0.6911
clearances,-0.7545
errors,-0.376
aerials_won,-0.73
aerials_lost,0.1737
ball_recoveries,-0.6415
pens_conceded,-0.3183
fouls,0.5765
cards_yellow_red,1.0306
