position,CM
minutes,2401.0
passes_completed,0.6824
passes,0.5821
dribbles_completed,-0.8292
dribbles,-0.7847
passes_completed_short,0.2528
passes_short,0.3149
passes_completed_medium,0.7744
passes_medium,0.7175
passes_completed_long,0.7372
passes_long,0.3468
passes_total_distance,0.7586
passes_free_kicks,0.0837
through_balls,-0.1009
passes_pressure,0.98
passes_switches,0.6128
crosses,-1.0123
corner_kicks,-0.5567
passes_intercepted,0.0754
passes_blocked,-0.6615
dispossessed,-0.9907
goals,0.3502
assists,-0.4708
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.5836
shots_on_target,-0.2939
sca,-0.6145
gca,-0.0097
xg,-0.2986
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.74
passes_into_penalty_area,-0.839
progressive_passes,-0.1124
carry_progressive_distance,-0.7857
assisted_shots,-0.9111
fouled,-0.0447
pens_won,-0.2937
tackles,0.0718
interceptions,0.714
blocks,0.3006
tackles_won,0.5891
dribble_tackles,0.0511
dribbles_vs,0.187
pressures,-0.1052
pressure_regains,-0.0403
clearances,0.7677
errors,0.4103
aerials_won,1.6171
aerials_lost,0.5806
ball_recoveries,0.8516
pens_conceded,-0.3183
fouls,0.5657
cards_yellow_red,-0.1907
