position,DM
minutes,779.0
passes_completed,3.0693
passes,2.9067
dribbles_completed,0.1584
dribbles,0.0632
passes_completed_short,1.949
passes_short,1.8369
passes_completed_medium,3.2259
passes_medium,3.0047
passes_completed_long,2.5099
passes_long,2.0416
passes_total_distance,3.1233
passes_free_kicks,1.7044
through_balls,1.0054
passes_pressure,1.3334
passes_switches,1.8228
crosses,-0.4689
corner_kicks,1.9657
passes_intercepted,0.5797
passes_blocked,0.6644
dispossessed,0.1541
goals,-0.0618
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3597
shots_on_target,-0.7457
sca,0.1017
gca,0.5317
xg,-0.7251
crosses_into_penalty_area,-0.8508
passes_into_final_third,2.8351
passes_into_penalty_area,-0.2238
progressive_passes,1.5703
carry_progressive_distance,2.7627
assisted_shots,0.4297
fouled,0.2079
pens_won,-0.2937
tackles,1.5865
interceptions,1.02
blocks,0.3732
tackles_won,1.5984
dribble_tackles,1.0098
dribbles_vs,1.9669
pressures,0.4055
pressure_regains,0.5182
clearances,0.0281
errors,-0.376
aerials_won,-0.3232
aerials_lost,0.833
ball_recoveries,1.3767
pens_conceded,-0.3183
fouls,0.0134
cards_yellow_red,-0.1907
