position,GK
passes_completed,-0.999
passes,-0.9764
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.5469
passes_short,-1.744
passes_completed_medium,-0.8347
passes_medium,-1.1172
passes_completed_long,0.8865
passes_long,1.5363
passes_total_distance,-0.2152
passes_free_kicks,1.8429
through_balls,-0.7252
passes_pressure,-1.7839
passes_switches,-1.2667
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6415
passes_blocked,-1.6524
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4452
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.522
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.5726
assisted_shots,-1.2854
fouled,-1.5014
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0579
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.6942
pressures,-2.1176
pressure_regains,-2.2692
clearances,-1.0323
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.4041
pens_conceded,2.342
fouls,-1.7308
cards_yellow_red,-0.2618
