position,DM
minutes,-0.119
passes_completed,0.3201
passes,0.0493
dribbles_completed,0.0877
dribbles,-0.0625
passes_completed_short,0.2017
passes_short,0.1368
passes_completed_medium,0.3661
passes_medium,0.1428
passes_completed_long,0.2521
passes_long,-0.2045
passes_total_distance,0.3563
passes_free_kicks,-0.1227
through_balls,-0.632
passes_pressure,-0.003
passes_switches,0.238
crosses,-0.9784
corner_kicks,-0.5565
passes_intercepted,-1.1128
passes_blocked,-0.567
dispossessed,-0.4084
goals,-0.3599
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.1341
shots_on_target,-0.8729
sca,-0.9569
gca,-0.1625
xg,-0.7995
crosses_into_penalty_area,-0.4013
passes_into_final_third,0.0086
passes_into_penalty_area,-0.811
progressive_passes,0.0178
carry_progressive_distance,-0.6538
assisted_shots,-0.9391
fouled,-0.4639
pens_won,-0.2935
tackles,0.0607
interceptions,-0.1765
blocks,0.2448
tackles_won,-0.1702
dribble_tackles,0.0759
dribbles_vs,0.6409
pressures,-0.2018
pressure_regains,-0.2677
clearances,0.8201
errors,-0.3758
aerials_won,0.7805
aerials_lost,-0.1398
ball_recoveries,0.4429
pens_conceded,-0.3182
fouls,-0.3988
cards_yellow_red,-0.1906
