position,DM
minutes,1.6628
passes_completed,2.5198
passes,2.5536
dribbles_completed,-0.4361
dribbles,-0.6723
passes_completed_short,1.4401
passes_short,1.3875
passes_completed_medium,2.4962
passes_medium,2.5606
passes_completed_long,2.8083
passes_long,2.4879
passes_total_distance,2.7716
passes_free_kicks,1.9607
through_balls,0.7004
passes_pressure,2.5313
passes_switches,2.5661
crosses,-0.3257
corner_kicks,1.2281
passes_intercepted,1.4726
passes_blocked,-0.4924
dispossessed,-0.9652
goals,-0.3646
assists,0.4014
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.1881
shots_on_target,-0.2093
sca,0.2026
gca,-0.0806
xg,-0.5456
crosses_into_penalty_area,0.0362
passes_into_final_third,3.6493
passes_into_penalty_area,0.7507
progressive_passes,2.8159
carry_progressive_distance,0.3278
assisted_shots,0.195
fouled,0.2545
pens_won,-0.2935
tackles,0.158
interceptions,-0.2391
blocks,0.0797
tackles_won,0.1735
dribble_tackles,0.3329
dribbles_vs,0.6315
pressures,0.0262
pressure_regains,0.2739
clearances,0.4818
errors,-0.3758
aerials_won,0.1458
aerials_lost,0.3873
ball_recoveries,1.4407
pens_conceded,0.8279
fouls,0.7639
cards_yellow_red,-0.1906
