position,CB
minutes,-0.8945
passes_completed,-0.758
passes,-0.8047
dribbles_completed,-0.6606
dribbles,-0.6655
passes_completed_short,-0.782
passes_short,-0.8024
passes_completed_medium,-0.6864
passes_medium,-0.7238
passes_completed_long,-0.5996
passes_long,-0.6329
passes_total_distance,-0.7209
passes_free_kicks,-0.3945
through_balls,-0.5
passes_pressure,-0.9103
passes_switches,-0.6529
crosses,-0.5701
corner_kicks,-0.3242
passes_intercepted,-0.8531
passes_blocked,-0.7721
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6415
shots_on_target,-0.5775
sca,-0.7162
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7163
passes_into_penalty_area,-0.6507
progressive_passes,-0.7287
carry_progressive_distance,-0.7745
assisted_shots,-0.6747
fouled,-0.7199
pens_won,-0.3681
tackles,-0.6817
interceptions,-0.7673
blocks,-0.5737
tackles_won,-0.6017
dribble_tackles,-0.6943
dribbles_vs,-0.7153
pressures,-0.8203
pressure_regains,-0.7904
clearances,-0.3024
errors,-0.5331
aerials_won,-0.5292
aerials_lost,-0.5947
ball_recoveries,-0.7879
pens_conceded,0.7569
fouls,-0.8646
cards_yellow_red,-0.3235
