position,LW
minutes,539.0
passes_completed,-1.3537
passes,-1.3561
dribbles_completed,-0.1381
dribbles,-0.0231
passes_completed_short,-1.0475
passes_short,-0.8426
passes_completed_medium,-1.3126
passes_medium,-1.2954
passes_completed_long,-1.1147
passes_long,-1.3686
passes_total_distance,-1.3732
passes_free_kicks,-0.825
through_balls,-0.6322
passes_pressure,-0.1778
passes_switches,-1.0371
crosses,0.5167
corner_kicks,-0.5567
passes_intercepted,0.0993
passes_blocked,0.0846
dispossessed,0.8528
goals,1.1901
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.3094
shots_on_target,1.0176
sca,0.3528
gca,-0.2675
xg,1.6283
crosses_into_penalty_area,-0.2601
passes_into_final_third,-1.2173
passes_into_penalty_area,-0.7857
progressive_passes,-1.4165
carry_progressive_distance,-0.1399
assisted_shots,0.7628
fouled,1.2679
pens_won,-0.2937
tackles,-1.1787
interceptions,-0.9393
blocks,-0.7763
tackles_won,-0.9604
dribble_tackles,-1.4379
dribbles_vs,-1.1873
pressures,0.0014
pressure_regains,-0.7025
clearances,-0.7139
errors,-0.376
aerials_won,0.2074
aerials_lost,0.7541
ball_recoveries,-1.072
pens_conceded,-0.3183
fouls,-0.9632
cards_yellow_red,-0.1907
