position,DM
passes_completed,1.0592
passes,0.8683
dribbles_completed,0.0587
dribbles,-0.3076
passes_completed_short,0.4095
passes_short,0.2924
passes_completed_medium,1.1625
passes_medium,1.0361
passes_completed_long,1.361
passes_long,0.835
passes_total_distance,1.3015
passes_free_kicks,-0.604
through_balls,-0.632
passes_pressure,1.5768
passes_switches,1.7655
crosses,-1.0382
corner_kicks,-0.5565
passes_intercepted,1.4621
passes_blocked,-0.1421
dispossessed,-0.4796
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9614
shots_on_target,-0.7393
sca,-0.9122
gca,-1.0099
xg,-0.806
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.6287
passes_into_penalty_area,-0.9384
progressive_passes,0.8919
carry_progressive_distance,-0.135
assisted_shots,-1.0561
fouled,0.8863
pens_won,-0.2935
tackles,1.5233
interceptions,1.0772
blocks,0.2466
tackles_won,1.6722
dribble_tackles,2.6248
dribbles_vs,2.6063
pressures,0.2116
pressure_regains,0.9791
clearances,-0.5888
errors,-0.3758
aerials_won,-0.7805
aerials_lost,-0.9595
ball_recoveries,0.6106
pens_conceded,-0.3182
fouls,-0.5152
cards_yellow_red,-0.1906
