position,RM
passes_completed,-0.1162
passes,-0.028
dribbles_completed,1.4185
dribbles,1.5125
passes_completed_short,0.1831
passes_short,0.2223
passes_completed_medium,-0.3697
passes_medium,-0.3134
passes_completed_long,0.0326
passes_long,0.0675
passes_total_distance,-0.1548
passes_free_kicks,0.972
through_balls,-0.632
passes_pressure,1.2297
passes_switches,0.157
crosses,0.8553
corner_kicks,0.5892
passes_intercepted,0.9719
passes_blocked,0.954
dispossessed,-0.3217
goals,3.4266
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.2138
shots_on_target,3.1131
sca,2.0412
gca,0.0639
xg,1.5371
crosses_into_penalty_area,0.8571
passes_into_final_third,1.481
passes_into_penalty_area,0.58
progressive_passes,1.1912
carry_progressive_distance,0.3039
assisted_shots,1.3782
fouled,0.6183
pens_won,-0.2935
tackles,-0.8256
interceptions,0.382
blocks,-1.9707
tackles_won,-0.5693
dribble_tackles,0.4803
dribbles_vs,0.2985
pressures,-0.6938
pressure_regains,-1.1504
clearances,-1.0151
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-1.0765
ball_recoveries,-0.0552
pens_conceded,-0.3182
fouls,-1.2622
cards_yellow_red,-0.1906
