position,FW
minutes,2749.0
passes_completed,-1.4442
passes,-1.6592
dribbles_completed,-0.0876
dribbles,0.0634
passes_completed_short,-1.2233
passes_short,-1.2608
passes_completed_medium,-1.2972
passes_medium,-1.4015
passes_completed_long,-1.1112
passes_long,-1.4027
passes_total_distance,-1.3769
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.7143
passes_switches,-0.6583
crosses,-0.6499
corner_kicks,-0.5567
passes_intercepted,-0.8601
passes_blocked,-0.7183
dispossessed,0.9564
goals,1.7154
assists,0.2787
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.9144
shots_on_target,1.2984
sca,0.6315
gca,1.0288
xg,2.308
crosses_into_penalty_area,-0.6191
passes_into_final_third,-1.1651
passes_into_penalty_area,-0.6423
progressive_passes,-1.5341
carry_progressive_distance,-1.0402
assisted_shots,-0.2671
fouled,2.6263
pens_won,-0.2937
tackles,-1.1167
interceptions,-1.0899
blocks,-1.2705
tackles_won,-0.8058
dribble_tackles,-1.0911
dribbles_vs,-1.4722
pressures,0.1936
pressure_regains,-0.0148
clearances,-0.5424
errors,-0.376
aerials_won,0.9059
aerials_lost,2.7543
ball_recoveries,-1.3714
pens_conceded,-0.3183
fouls,2.3033
cards_yellow_red,-0.1907
