position,DM
passes_completed,-0.6104
passes,-0.9026
dribbles_completed,-0.8849
dribbles,-0.9375
passes_completed_short,-1.1181
passes_short,-1.3296
passes_completed_medium,-0.591
passes_medium,-0.8296
passes_completed_long,0.8611
passes_long,0.2647
passes_total_distance,-0.2467
passes_free_kicks,0.3158
through_balls,-0.632
passes_pressure,-1.0094
passes_switches,-0.1801
crosses,-1.1355
corner_kicks,-0.5565
passes_intercepted,-1.8569
passes_blocked,0.0264
dispossessed,-1.2311
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6512
shots_on_target,-1.0285
sca,-0.8898
gca,-0.2895
xg,-0.6581
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.3357
passes_into_penalty_area,-1.3074
progressive_passes,-0.2933
carry_progressive_distance,-1.4643
assisted_shots,-1.1625
fouled,-0.1333
pens_won,-0.2935
tackles,1.0982
interceptions,-0.6211
blocks,-0.8229
tackles_won,1.2792
dribble_tackles,-0.1509
dribbles_vs,1.0743
pressures,0.6961
pressure_regains,0.4015
clearances,-0.2351
errors,-0.3758
aerials_won,-0.4848
aerials_lost,-0.1496
ball_recoveries,0.2284
pens_conceded,-0.3182
fouls,0.054
cards_yellow_red,-0.1906
