position,CM
minutes,-0.5608
passes_completed,0.7941
passes,0.8101
dribbles_completed,-0.251
dribbles,-0.3097
passes_completed_short,0.5105
passes_short,0.5215
passes_completed_medium,0.9062
passes_medium,1.0271
passes_completed_long,0.3652
passes_long,0.0916
passes_total_distance,0.7304
passes_free_kicks,0.9484
through_balls,-0.632
passes_pressure,0.9715
passes_switches,-0.2937
crosses,-1.0296
corner_kicks,-0.5565
passes_intercepted,-0.6527
passes_blocked,0.5726
dispossessed,-0.1062
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.064
shots_on_target,-1.0285
sca,-0.1155
gca,1.2756
xg,-0.7985
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.8932
passes_into_penalty_area,0.2994
progressive_passes,1.0705
carry_progressive_distance,-0.0313
assisted_shots,-0.1039
fouled,1.2856
pens_won,-0.2935
tackles,0.1599
interceptions,0.243
blocks,0.8801
tackles_won,0.1857
dribble_tackles,-0.757
dribbles_vs,0.1422
pressures,0.6992
pressure_regains,0.8158
clearances,0.2223
errors,-0.3758
aerials_won,1.4487
aerials_lost,0.6744
ball_recoveries,2.095
pens_conceded,-0.3182
fouls,0.66
cards_yellow_red,-0.1906
