position,GK
minutes,1.3843
passes_completed,0.3135
passes,0.8367
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.527
passes_short,-0.5835
passes_completed_medium,0.0857
passes_medium,-0.0351
passes_completed_long,2.7573
passes_long,4.3793
passes_total_distance,1.3224
passes_free_kicks,4.1055
through_balls,-0.5
passes_pressure,-0.016
passes_switches,0.5876
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.5354
passes_blocked,-0.6225
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6613
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.3906
passes_into_penalty_area,-0.6203
progressive_passes,-0.7807
carry_progressive_distance,0.2868
assisted_shots,-0.6196
fouled,-0.5167
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.829
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7916
pressures,-0.8916
pressure_regains,-0.9168
clearances,-0.5283
errors,0.2502
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,0.5383
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
