position,CM
minutes,1433.0
passes_completed,-0.0777
passes,-0.0418
dribbles_completed,-0.4117
dribbles,-0.629
passes_completed_short,-0.2744
passes_short,-0.177
passes_completed_medium,0.0352
passes_medium,0.133
passes_completed_long,0.1868
passes_long,-0.1111
passes_total_distance,0.0531
passes_free_kicks,-0.5033
through_balls,0.7031
passes_pressure,-0.4052
passes_switches,-0.2511
crosses,-0.6179
corner_kicks,-0.4971
passes_intercepted,0.6451
passes_blocked,0.335
dispossessed,-0.6331
goals,-0.3641
assists,-0.2678
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4735
shots_on_target,-0.4131
sca,-0.9144
gca,-0.7309
xg,-0.6204
crosses_into_penalty_area,-0.6286
passes_into_final_third,0.5678
passes_into_penalty_area,0.1654
progressive_passes,0.84
carry_progressive_distance,-0.9663
assisted_shots,-0.5838
fouled,-1.0718
pens_won,-0.2937
tackles,0.6328
interceptions,0.0698
blocks,1.1046
tackles_won,0.0308
dribble_tackles,0.8907
dribbles_vs,1.6459
pressures,0.9125
pressure_regains,0.651
clearances,0.0435
errors,-0.376
aerials_won,1.0754
aerials_lost,-0.0227
ball_recoveries,1.0685
pens_conceded,-0.3183
fouls,0.5999
cards_yellow_red,-0.1907
