position,AM
passes_completed,0.102
passes,-0.0001
dribbles_completed,1.7539
dribbles,1.5203
passes_completed_short,0.7519
passes_short,0.7032
passes_completed_medium,-0.3956
passes_medium,-0.4501
passes_completed_long,-0.3556
passes_long,-0.4297
passes_total_distance,-0.2372
passes_free_kicks,0.448
through_balls,1.0294
passes_pressure,0.82
passes_switches,0.6193
crosses,0.5446
corner_kicks,1.3368
passes_intercepted,0.9636
passes_blocked,-0.1802
dispossessed,1.6753
goals,2.1175
assists,1.8068
pens_made,2.9309
pens_att,3.418
shots_total,2.3951
shots_on_target,3.0883
sca,2.5306
gca,2.3805
xg,1.9666
crosses_into_penalty_area,0.0481
passes_into_final_third,0.7661
passes_into_penalty_area,0.9728
progressive_passes,0.4738
carry_progressive_distance,1.324
assisted_shots,1.6779
fouled,3.3564
pens_won,2.4918
tackles,-0.0553
interceptions,-0.6895
blocks,-0.3577
tackles_won,0.1747
dribble_tackles,-0.6126
dribbles_vs,-0.2923
pressures,1.483
pressure_regains,1.1061
clearances,-0.9653
errors,-0.5457
aerials_won,-0.6263
aerials_lost,-0.2472
ball_recoveries,-0.9611
pens_conceded,-0.4415
fouls,1.619
cards_yellow_red,1.1591
