position,AM
passes_completed,-0.0214
passes,-0.0839
dribbles_completed,0.4769
dribbles,0.6345
passes_completed_short,0.6405
passes_short,0.5994
passes_completed_medium,-0.634
passes_medium,-0.6742
passes_completed_long,0.1156
passes_long,0.0153
passes_total_distance,-0.1479
passes_free_kicks,-0.163
through_balls,0.8416
passes_pressure,0.1945
passes_switches,1.0556
crosses,0.408
corner_kicks,0.9238
passes_intercepted,-0.6385
passes_blocked,0.1083
dispossessed,1.6447
goals,0.468
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,2.1781
shots_on_target,1.0102
sca,1.9474
gca,-1.0099
xg,2.0223
crosses_into_penalty_area,0.2528
passes_into_final_third,0.222
passes_into_penalty_area,1.9443
progressive_passes,0.6744
carry_progressive_distance,0.8276
assisted_shots,1.2926
fouled,0.7234
pens_won,-0.2935
tackles,-1.107
interceptions,-0.7673
blocks,-0.5525
tackles_won,-1.472
dribble_tackles,-0.8866
dribbles_vs,-0.9939
pressures,0.7809
pressure_regains,0.1092
clearances,-0.4517
errors,1.8048
aerials_won,-1.0321
aerials_lost,-0.8952
ball_recoveries,-0.9113
pens_conceded,-0.3182
fouls,1.6601
cards_yellow_red,-0.1906
