position,LB
minutes,1243.0
passes_completed,0.8891
passes,1.2191
dribbles_completed,0.673
dribbles,0.4984
passes_completed_short,0.416
passes_short,0.5454
passes_completed_medium,0.8465
passes_medium,1.0673
passes_completed_long,1.3392
passes_long,1.4411
passes_total_distance,1.0524
passes_free_kicks,0.4303
through_balls,-0.6322
passes_pressure,0.8251
passes_switches,1.2422
crosses,0.3571
corner_kicks,-0.5567
passes_intercepted,1.1974
passes_blocked,1.834
dispossessed,0.5517
goals,-0.309
assists,0.3898
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6476
shots_on_target,-0.319
sca,-0.7977
gca,-0.3661
xg,-0.8911
crosses_into_penalty_area,0.1737
passes_into_final_third,0.4594
passes_into_penalty_area,-0.0623
progressive_passes,0.8654
carry_progressive_distance,1.0023
assisted_shots,-0.7717
fouled,-0.198
pens_won,-0.2937
tackles,2.6591
interceptions,3.2075
blocks,3.1127
tackles_won,1.8357
dribble_tackles,1.8218
dribbles_vs,2.8801
pressures,0.8347
pressure_regains,1.1454
clearances,2.0802
errors,1.1427
aerials_won,0.2475
aerials_lost,0.4025
ball_recoveries,0.6554
pens_conceded,-0.3183
fouls,0.066
cards_yellow_red,2.8689
