position,CB
passes_completed,0.446
passes,0.3152
dribbles_completed,-0.8284
dribbles,-1.0125
passes_completed_short,-0.6299
passes_short,-0.8927
passes_completed_medium,0.92
passes_medium,0.6789
passes_completed_long,1.2632
passes_long,1.4395
passes_total_distance,0.8907
passes_free_kicks,2.962
through_balls,-0.632
passes_pressure,-0.1288
passes_switches,0.7488
crosses,-0.6198
corner_kicks,0.9866
passes_intercepted,-1.5638
passes_blocked,-0.9519
dispossessed,-1.2729
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.3353
shots_on_target,-1.0285
sca,-0.8665
gca,-0.4536
xg,-0.8908
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.2902
passes_into_penalty_area,-1.3074
progressive_passes,-0.2143
carry_progressive_distance,0.6605
assisted_shots,-0.4971
fouled,-0.4822
pens_won,-0.2935
tackles,-0.4883
interceptions,-0.591
blocks,-0.188
tackles_won,-0.7423
dribble_tackles,-0.1127
dribbles_vs,-0.6486
pressures,-1.3476
pressure_regains,-1.0054
clearances,1.6203
errors,-0.3758
aerials_won,-0.3816
aerials_lost,0.6215
ball_recoveries,0.0951
pens_conceded,-0.3182
fouls,-0.8289
cards_yellow_red,-0.1906
