position,CM
passes_completed,0.6356
passes,0.514
dribbles_completed,-0.0568
dribbles,-0.3462
passes_completed_short,0.3586
passes_short,0.3956
passes_completed_medium,0.6701
passes_medium,0.6037
passes_completed_long,0.5009
passes_long,0.1029
passes_total_distance,0.6249
passes_free_kicks,-0.2087
through_balls,-0.7252
passes_pressure,0.6048
passes_switches,0.8887
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,0.0095
passes_blocked,-0.9883
dispossessed,-0.3215
goals,-0.4176
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.5929
shots_on_target,-0.7318
sca,-0.7122
gca,-1.0626
xg,-0.6699
crosses_into_penalty_area,-0.8365
passes_into_final_third,0.5174
passes_into_penalty_area,-0.8779
progressive_passes,-0.1387
carry_progressive_distance,-1.0335
assisted_shots,-0.8226
fouled,-0.4961
pens_won,-0.3695
tackles,-0.1338
interceptions,0.4481
blocks,-0.3335
tackles_won,-0.112
dribble_tackles,-0.2311
dribbles_vs,0.1171
pressures,0.1539
pressure_regains,-0.4544
clearances,-0.0513
errors,0.6122
aerials_won,-0.0267
aerials_lost,-0.6104
ball_recoveries,2.2135
pens_conceded,-0.4415
fouls,0.6009
cards_yellow_red,-0.2618
