position,CM
minutes,0.4344
passes_completed,0.891
passes,0.8472
dribbles_completed,0.7493
dribbles,0.5681
passes_completed_short,0.9636
passes_short,0.9104
passes_completed_medium,0.734
passes_medium,0.7168
passes_completed_long,0.7553
passes_long,0.6693
passes_total_distance,0.8253
passes_free_kicks,1.3207
through_balls,0.5675
passes_pressure,0.6284
passes_switches,1.1532
crosses,0.486
corner_kicks,2.8677
passes_intercepted,0.7753
passes_blocked,0.5486
dispossessed,0.5226
goals,0.4506
assists,0.8072
pens_made,-0.2258
pens_att,-0.2444
shots_total,1.0639
shots_on_target,0.6082
sca,1.6347
gca,1.0529
xg,0.2292
crosses_into_penalty_area,0.0066
passes_into_final_third,1.4709
passes_into_penalty_area,0.5687
progressive_passes,1.0807
carry_progressive_distance,0.7646
assisted_shots,1.5837
fouled,2.0229
pens_won,3.042
tackles,0.655
interceptions,0.6218
blocks,0.7454
tackles_won,1.1047
dribble_tackles,0.5357
dribbles_vs,0.8867
pressures,0.7978
pressure_regains,1.0275
clearances,-0.3229
errors,-0.5331
aerials_won,-0.3442
aerials_lost,-0.1581
ball_recoveries,0.684
pens_conceded,-0.4889
fouls,0.5331
cards_yellow_red,-0.3235
