position,WB
minutes,-0.1625
passes_completed,-0.1965
passes,-0.1361
dribbles_completed,-0.006
dribbles,-0.0259
passes_completed_short,-0.1684
passes_short,-0.1622
passes_completed_medium,-0.1292
passes_medium,-0.0481
passes_completed_long,-0.3156
passes_long,-0.1896
passes_total_distance,-0.2302
passes_free_kicks,-0.3207
through_balls,-0.2865
passes_pressure,-0.393
passes_switches,-0.4887
crosses,0.6863
corner_kicks,-0.3242
passes_intercepted,-0.0191
passes_blocked,0.3991
dispossessed,0.0178
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4259
shots_on_target,-0.4744
sca,-0.1663
gca,-0.3146
xg,-0.4943
crosses_into_penalty_area,0.5668
passes_into_final_third,-0.1672
passes_into_penalty_area,0.0809
progressive_passes,-0.14
carry_progressive_distance,-0.0751
assisted_shots,-0.1514
fouled,-0.1358
pens_won,-0.3681
tackles,-0.0416
interceptions,-0.4823
blocks,0.2561
tackles_won,-0.3958
dribble_tackles,0.0009
dribbles_vs,0.0666
pressures,-0.103
pressure_regains,-0.079
clearances,0.1699
errors,0.2502
aerials_won,-0.3812
aerials_lost,-0.3036
ball_recoveries,-0.2873
pens_conceded,2.0027
fouls,0.1299
cards_yellow_red,-0.3235
