position,DM
minutes,1245.0
passes_completed,0.624
passes,0.3436
dribbles_completed,0.2715
dribbles,-0.1899
passes_completed_short,0.2736
passes_short,0.0964
passes_completed_medium,0.6871
passes_medium,0.4894
passes_completed_long,0.7603
passes_long,0.4066
passes_total_distance,0.7477
passes_free_kicks,0.5986
through_balls,-0.1199
passes_pressure,0.6677
passes_switches,1.238
crosses,-0.8974
corner_kicks,-0.5567
passes_intercepted,-0.5021
passes_blocked,-1.3377
dispossessed,-0.7605
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8777
shots_on_target,-0.8518
sca,-0.9163
gca,-0.3671
xg,-0.7872
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.7662
passes_into_penalty_area,-0.8557
progressive_passes,-0.1588
carry_progressive_distance,-0.8029
assisted_shots,-0.9804
fouled,-0.4935
pens_won,1.4205
tackles,-0.6001
interceptions,2.8974
blocks,-0.0784
tackles_won,-0.3194
dribble_tackles,-0.4807
dribbles_vs,-0.3577
pressures,-0.2764
pressure_regains,-0.3796
clearances,0.2469
errors,2.6565
aerials_won,0.027
aerials_lost,-0.5767
ball_recoveries,0.2547
pens_conceded,1.6648
fouls,0.2967
cards_yellow_red,-0.1907
