position,LB
passes_completed,-0.2104
passes,0.1013
dribbles_completed,0.583
dribbles,0.4134
passes_completed_short,0.3887
passes_short,0.5033
passes_completed_medium,-0.3179
passes_medium,-0.1679
passes_completed_long,-0.8675
passes_long,-0.4523
passes_total_distance,-0.5109
passes_free_kicks,-1.0771
through_balls,-0.7252
passes_pressure,0.1063
passes_switches,-0.6133
crosses,1.3491
corner_kicks,-0.4808
passes_intercepted,1.2758
passes_blocked,2.6876
dispossessed,0.669
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.6934
shots_on_target,-0.9871
sca,-1.0763
gca,-1.0626
xg,0.2279
crosses_into_penalty_area,1.1734
passes_into_final_third,-0.8067
passes_into_penalty_area,0.0637
progressive_passes,-0.2837
carry_progressive_distance,-0.634
assisted_shots,-0.8987
fouled,0.4437
pens_won,-0.3695
tackles,0.4286
interceptions,0.9641
blocks,1.1085
tackles_won,0.4111
dribble_tackles,1.2915
dribbles_vs,0.7441
pressures,0.0773
pressure_regains,0.7184
clearances,-0.1263
errors,-0.5457
aerials_won,0.4191
aerials_lost,0.5654
ball_recoveries,0.2742
pens_conceded,-0.4415
fouls,1.0443
cards_yellow_red,-0.2618
