position,RM
minutes,-0.7918
passes_completed,-0.8318
passes,-1.1185
dribbles_completed,-0.3287
dribbles,-0.7054
passes_completed_short,-0.1487
passes_short,-0.2608
passes_completed_medium,-1.1273
passes_medium,-1.3711
passes_completed_long,-1.0375
passes_long,-1.1326
passes_total_distance,-0.9889
passes_free_kicks,-0.6958
through_balls,-0.632
passes_pressure,0.3549
passes_switches,-0.8026
crosses,-0.6799
corner_kicks,-0.5565
passes_intercepted,-1.8569
passes_blocked,-1.4613
dispossessed,-0.1642
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7519
shots_on_target,-1.0285
sca,-1.4537
gca,-1.0099
xg,-0.0971
crosses_into_penalty_area,-0.8504
passes_into_final_third,-1.2874
passes_into_penalty_area,-0.8755
progressive_passes,-1.7037
carry_progressive_distance,-1.1483
assisted_shots,-1.3951
fouled,1.3207
pens_won,-0.2935
tackles,-1.6415
interceptions,-0.4819
blocks,-0.6137
tackles_won,-1.3526
dribble_tackles,-1.4373
dribbles_vs,-0.9976
pressures,-0.057
pressure_regains,-1.0804
clearances,-0.8488
errors,-0.3758
aerials_won,-0.0249
aerials_lost,1.5422
ball_recoveries,-1.0448
pens_conceded,-0.3182
fouls,1.0868
cards_yellow_red,-0.1906
