position,GK
passes_completed,-0.783
passes,-0.8249
dribbles_completed,-1.1537
dribbles,-1.0808
passes_completed_short,-1.7242
passes_short,-1.9146
passes_completed_medium,-0.4448
passes_medium,-0.7477
passes_completed_long,1.2545
passes_long,1.6288
passes_total_distance,0.2071
passes_free_kicks,2.2041
through_balls,-0.7252
passes_pressure,-2.1613
passes_switches,0.0959
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.8772
passes_blocked,-1.7211
dispossessed,-1.2521
goals,-0.7415
assists,-0.0005
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.2877
gca,-0.628
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.5303
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.2877
assisted_shots,-1.0377
fouled,-1.4567
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7094
pressures,-2.1084
pressure_regains,-2.2257
clearances,-0.9908
errors,1.3136
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.3604
pens_conceded,1.9435
fouls,-1.7503
cards_yellow_red,-0.2618
