position,LM
minutes,316.0
passes_completed,-0.931
passes,-1.2224
dribbles_completed,0.0133
dribbles,0.2761
passes_completed_short,-0.7176
passes_short,-0.8444
passes_completed_medium,-0.736
passes_medium,-0.908
passes_completed_long,-1.3311
passes_long,-1.4735
passes_total_distance,-1.1014
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,0.5812
passes_switches,-0.7846
crosses,0.2735
corner_kicks,-0.5567
passes_intercepted,-1.1901
passes_blocked,-0.6181
dispossessed,2.1307
goals,0.9084
assists,1.5125
pens_made,-0.2419
pens_att,-0.2711
shots_total,2.8753
shots_on_target,1.7637
sca,2.4791
gca,1.5239
xg,1.1552
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.4521
passes_into_penalty_area,-0.8625
progressive_passes,-0.7807
carry_progressive_distance,0.6051
assisted_shots,1.8769
fouled,3.3384
pens_won,-0.2937
tackles,-0.9579
interceptions,-1.6376
blocks,0.3352
tackles_won,-0.8403
dribble_tackles,-0.6836
dribbles_vs,0.0366
pressures,-0.0698
pressure_regains,-0.2772
clearances,-0.6725
errors,-0.376
aerials_won,-0.8506
aerials_lost,-0.1441
ball_recoveries,-0.8827
pens_conceded,-0.3183
fouls,-0.1998
cards_yellow_red,-0.1907
