position,LW
minutes,789.0
passes_completed,-0.7412
passes,-0.663
dribbles_completed,1.5236
dribbles,1.5915
passes_completed_short,-0.1621
passes_short,0.0189
passes_completed_medium,-1.0278
passes_medium,-1.0726
passes_completed_long,-0.8365
passes_long,-0.7625
passes_total_distance,-0.9078
passes_free_kicks,-0.4837
through_balls,0.9846
passes_pressure,0.7527
passes_switches,-0.5395
crosses,0.1812
corner_kicks,-0.5567
passes_intercepted,0.8162
passes_blocked,0.4659
dispossessed,0.5215
goals,-0.724
assists,0.1433
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3721
shots_on_target,-0.1901
sca,0.4492
gca,1.0196
xg,-0.3994
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.1583
passes_into_penalty_area,0.2976
progressive_passes,0.2081
carry_progressive_distance,0.5826
assisted_shots,0.0788
fouled,3.2676
pens_won,2.4113
tackles,-1.2942
interceptions,-0.922
blocks,-0.558
tackles_won,-1.6369
dribble_tackles,-1.1358
dribbles_vs,-0.8997
pressures,-0.1447
pressure_regains,0.0256
clearances,-0.3973
errors,-0.376
aerials_won,0.6999
aerials_lost,0.6871
ball_recoveries,-0.5062
pens_conceded,-0.3183
fouls,0.7264
cards_yellow_red,-0.1907
