position,FW
passes_completed,-0.6524
passes,-0.7013
dribbles_completed,0.4685
dribbles,0.9559
passes_completed_short,-0.1206
passes_short,0.0217
passes_completed_medium,-0.893
passes_medium,-0.9506
passes_completed_long,-0.655
passes_long,-0.9583
passes_total_distance,-0.7432
passes_free_kicks,-0.9937
through_balls,0.9632
passes_pressure,-0.4389
passes_switches,-0.2141
crosses,-0.1682
corner_kicks,-0.5452
passes_intercepted,0.7254
passes_blocked,0.2624
dispossessed,0.0737
goals,3.4859
assists,1.4137
pens_made,1.4486
pens_att,1.1418
shots_total,2.4679
shots_on_target,3.2691
sca,1.454
gca,2.363
xg,3.8585
crosses_into_penalty_area,-0.3895
passes_into_final_third,-1.016
passes_into_penalty_area,0.6379
progressive_passes,-0.7062
carry_progressive_distance,-0.5635
assisted_shots,0.8167
fouled,0.4481
pens_won,0.8301
tackles,-1.3935
interceptions,-1.3396
blocks,-1.4005
tackles_won,-1.2763
dribble_tackles,-1.1549
dribbles_vs,-1.3589
pressures,-0.7632
pressure_regains,-0.8326
clearances,-0.6014
errors,-0.3758
aerials_won,-0.946
aerials_lost,-1.0319
ball_recoveries,-1.7347
pens_conceded,-0.3182
fouls,-0.2789
cards_yellow_red,-0.1906
