position,RW
minutes,539.0
passes_completed,-0.2786
passes,-0.3821
dribbles_completed,-0.3222
dribbles,-0.2492
passes_completed_short,0.3408
passes_short,0.5145
passes_completed_medium,-0.5015
passes_medium,-0.6226
passes_completed_long,-0.8735
passes_long,-1.1139
passes_total_distance,-0.6158
passes_free_kicks,-0.628
through_balls,-0.6322
passes_pressure,1.8459
passes_switches,-1.0371
crosses,-0.8605
corner_kicks,-0.5567
passes_intercepted,-1.075
passes_blocked,0.3284
dispossessed,-0.4701
goals,0.233
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2777
shots_on_target,-0.2103
sca,0.0819
gca,-1.0103
xg,0.6685
crosses_into_penalty_area,-0.2601
passes_into_final_third,1.1369
passes_into_penalty_area,-0.0022
progressive_passes,-0.132
carry_progressive_distance,-1.1769
assisted_shots,-0.1965
fouled,1.945
pens_won,-0.2937
tackles,0.7979
interceptions,-0.9393
blocks,0.0112
tackles_won,0.2077
dribble_tackles,-0.1113
dribbles_vs,-0.0093
pressures,0.5464
pressure_regains,0.8321
clearances,-0.3117
errors,-0.376
aerials_won,1.0477
aerials_lost,5.7855
ball_recoveries,-0.5855
pens_conceded,-0.3183
fouls,-0.1518
cards_yellow_red,-0.1907
