position,GK
minutes,2.6567
passes_completed,1.0916
passes,1.3305
dribbles_completed,-0.6103
dribbles,-0.6198
passes_completed_short,0.1302
passes_short,0.0052
passes_completed_medium,0.8487
passes_medium,0.6536
passes_completed_long,3.5581
passes_long,4.2407
passes_total_distance,2.0574
passes_free_kicks,5.8576
through_balls,-0.073
passes_pressure,0.2251
passes_switches,1.1349
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.3368
passes_blocked,-0.7222
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.5238
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.4371
passes_into_penalty_area,-0.6203
progressive_passes,-0.7807
carry_progressive_distance,0.3734
assisted_shots,-0.537
fouled,-0.3389
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8715
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7153
pressures,-0.9024
pressure_regains,-0.9089
clearances,-0.5796
errors,3.3832
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,0.9754
pens_conceded,-0.4889
fouls,-0.8377
cards_yellow_red,-0.3235
