position,AM
minutes,435.0
passes_completed,-1.32
passes,-1.3934
dribbles_completed,0.1259
dribbles,0.5546
passes_completed_short,-1.0243
passes_short,-0.8939
passes_completed_medium,-1.2473
passes_medium,-1.4594
passes_completed_long,-1.0885
passes_long,-1.2043
passes_total_distance,-1.2813
passes_free_kicks,-0.7779
through_balls,0.8341
passes_pressure,-0.8606
passes_switches,-0.7299
crosses,-0.2827
corner_kicks,-0.5567
passes_intercepted,0.0822
passes_blocked,0.2488
dispossessed,0.9266
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.7233
shots_on_target,0.4925
sca,-0.1684
gca,-1.0103
xg,0.8927
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.9926
passes_into_penalty_area,0.3099
progressive_passes,-0.4672
carry_progressive_distance,0.2658
assisted_shots,-0.8013
fouled,0.5712
pens_won,-0.2937
tackles,-1.2346
interceptions,-1.205
blocks,-1.0503
tackles_won,-1.1128
dribble_tackles,-0.89
dribbles_vs,-0.9996
pressures,2.1306
pressure_regains,1.3156
clearances,-0.7663
errors,-0.376
aerials_won,-0.3042
aerials_lost,0.8219
ball_recoveries,-1.3748
pens_conceded,-0.3183
fouls,-1.0396
cards_yellow_red,-0.1907
