position,RM
passes_completed,-0.9952
passes,-1.0271
dribbles_completed,-0.6197
dribbles,-0.6385
passes_completed_short,-0.9212
passes_short,-0.8674
passes_completed_medium,-0.8442
passes_medium,-0.8747
passes_completed_long,-0.7209
passes_long,-0.7072
passes_total_distance,-0.9362
passes_free_kicks,-0.5459
through_balls,1.0825
passes_pressure,-0.5462
passes_switches,-0.4441
crosses,-0.2709
corner_kicks,-0.0589
passes_intercepted,-0.5338
passes_blocked,-0.864
dispossessed,-0.1368
goals,-0.0305
assists,-0.1245
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3253
shots_on_target,0.2563
sca,-0.4353
gca,-0.2924
xg,0.268
crosses_into_penalty_area,0.0053
passes_into_final_third,-0.588
passes_into_penalty_area,-0.2986
progressive_passes,-1.1015
carry_progressive_distance,-0.9061
assisted_shots,-0.2949
fouled,1.3863
pens_won,0.6625
tackles,0.2746
interceptions,0.1336
blocks,0.7554
tackles_won,0.3501
dribble_tackles,0.1643
dribbles_vs,-0.0282
pressures,-0.1143
pressure_regains,0.0972
clearances,-0.1654
errors,-0.3758
aerials_won,0.0807
aerials_lost,1.0186
ball_recoveries,-0.1661
pens_conceded,-0.3182
fouls,1.0902
cards_yellow_red,-0.1906
