position,LM
passes_completed,-0.9618
passes,-0.9591
dribbles_completed,1.7212
dribbles,1.8562
passes_completed_short,-0.2838
passes_short,-0.1922
passes_completed_medium,-1.1246
passes_medium,-1.0219
passes_completed_long,-0.8723
passes_long,-0.8373
passes_total_distance,-1.0936
passes_free_kicks,-0.9499
through_balls,0.4768
passes_pressure,-0.0657
passes_switches,-0.0429
crosses,0.268
corner_kicks,0.0727
passes_intercepted,0.315
passes_blocked,1.3807
dispossessed,2.8368
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.1916
shots_on_target,-0.3515
sca,0.2345
gca,-1.0626
xg,0.0423
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.2744
passes_into_penalty_area,-0.1573
progressive_passes,-0.2195
carry_progressive_distance,0.8492
assisted_shots,-0.1332
fouled,0.2639
pens_won,-0.3695
tackles,-0.1406
interceptions,1.7074
blocks,0.373
tackles_won,-0.0328
dribble_tackles,-1.1278
dribbles_vs,0.727
pressures,1.6042
pressure_regains,2.0471
clearances,-0.8395
errors,-0.5457
aerials_won,-0.581
aerials_lost,-0.7924
ball_recoveries,-0.8303
pens_conceded,-0.4415
fouls,1.3861
cards_yellow_red,-0.2618
