position,RW
passes_completed,-0.69
passes,-0.2936
dribbles_completed,-0.8335
dribbles,-0.7647
passes_completed_short,-0.4711
passes_short,-0.3528
passes_completed_medium,-0.7385
passes_medium,-0.4388
passes_completed_long,-0.3321
passes_long,0.4729
passes_total_distance,-0.6667
passes_free_kicks,-0.8031
through_balls,0.6809
passes_pressure,-1.8683
passes_switches,0.3916
crosses,1.7676
corner_kicks,0.3228
passes_intercepted,0.3142
passes_blocked,0.8395
dispossessed,-0.3661
goals,0.338
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.3571
shots_on_target,0.3337
sca,-0.6261
gca,-1.0099
xg,0.7064
crosses_into_penalty_area,1.7706
passes_into_final_third,-0.1498
passes_into_penalty_area,0.7206
progressive_passes,-0.1579
carry_progressive_distance,-0.9069
assisted_shots,0.2013
fouled,-1.4149
pens_won,-0.2935
tackles,0.2243
interceptions,0.2999
blocks,-0.3117
tackles_won,0.1081
dribble_tackles,0.525
dribbles_vs,1.513
pressures,0.5327
pressure_regains,1.727
clearances,-0.792
errors,-0.3758
aerials_won,-0.7639
aerials_lost,0.9824
ball_recoveries,-0.5946
pens_conceded,-0.3182
fouls,-1.1439
cards_yellow_red,-0.1906
