position,RW
passes_completed,0.4764
passes,0.5395
dribbles_completed,0.9153
dribbles,1.4865
passes_completed_short,1.3536
passes_short,1.4272
passes_completed_medium,-0.0202
passes_medium,0.0194
passes_completed_long,-0.5576
passes_long,-0.5143
passes_total_distance,0.023
passes_free_kicks,-0.1334
through_balls,0.435
passes_pressure,2.0198
passes_switches,-0.2654
crosses,1.5964
corner_kicks,-0.0563
passes_intercepted,0.084
passes_blocked,1.7615
dispossessed,0.7154
goals,0.1392
assists,-0.1675
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3342
shots_on_target,-0.1059
sca,1.3134
gca,0.9995
xg,0.3532
crosses_into_penalty_area,2.3448
passes_into_final_third,-0.1033
passes_into_penalty_area,1.2826
progressive_passes,0.017
carry_progressive_distance,1.4631
assisted_shots,0.6591
fouled,1.3869
pens_won,1.4915
tackles,0.1701
interceptions,-0.535
blocks,-0.3385
tackles_won,0.5339
dribble_tackles,1.1542
dribbles_vs,0.5064
pressures,-0.0025
pressure_regains,0.3183
clearances,-0.2898
errors,-0.3758
aerials_won,0.1513
aerials_lost,0.3934
ball_recoveries,0.3063
pens_conceded,-0.3182
fouls,-0.4591
cards_yellow_red,-0.1906
