position,LB
minutes,5289.0
passes_completed,2.0638
passes,2.2886
dribbles_completed,0.2768
dribbles,0.116
passes_completed_short,3.1243
passes_short,3.064
passes_completed_medium,1.031
passes_medium,1.197
passes_completed_long,0.7551
passes_long,1.1885
passes_total_distance,1.5397
passes_free_kicks,0.002
through_balls,0.212
passes_pressure,1.2364
passes_switches,1.8315
crosses,2.3589
corner_kicks,-0.3305
passes_intercepted,1.493
passes_blocked,1.7613
dispossessed,-0.4713
goals,-0.3339
assists,0.5931
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.1738
shots_on_target,0.0139
sca,1.4127
gca,0.8823
xg,-0.5243
crosses_into_penalty_area,2.0986
passes_into_final_third,1.8573
passes_into_penalty_area,3.1098
progressive_passes,2.97
carry_progressive_distance,1.472
assisted_shots,1.4394
fouled,0.174
pens_won,0.9169
tackles,0.1055
interceptions,0.2128
blocks,0.2704
tackles_won,-0.0509
dribble_tackles,0.3196
dribbles_vs,0.3883
pressures,-0.6611
pressure_regains,-0.3255
clearances,-0.4929
errors,-0.376
aerials_won,-0.7947
aerials_lost,-0.5499
ball_recoveries,-0.0135
pens_conceded,-0.3183
fouls,-0.6118
cards_yellow_red,-0.1907
