position,CM
passes_completed,3.6173
passes,3.4845
dribbles_completed,-0.6105
dribbles,-0.6743
passes_completed_short,4.5257
passes_short,4.4352
passes_completed_medium,2.4373
passes_medium,2.4376
passes_completed_long,1.7081
passes_long,1.2696
passes_total_distance,2.8421
passes_free_kicks,-0.4524
through_balls,-0.2046
passes_pressure,2.1464
passes_switches,1.6093
crosses,-0.2402
corner_kicks,-0.4992
passes_intercepted,0.97
passes_blocked,0.336
dispossessed,-0.3907
goals,0.4859
assists,-0.5293
pens_made,-0.2418
pens_att,-0.271
shots_total,1.6897
shots_on_target,1.2626
sca,1.5008
gca,0.7339
xg,0.7556
crosses_into_penalty_area,0.1094
passes_into_final_third,4.4729
passes_into_penalty_area,1.4275
progressive_passes,3.5854
carry_progressive_distance,0.8237
assisted_shots,1.2032
fouled,-1.0947
pens_won,-0.2935
tackles,-0.4695
interceptions,-0.502
blocks,-0.0278
tackles_won,-0.2011
dribble_tackles,-0.3993
dribbles_vs,-0.0575
pressures,-0.4725
pressure_regains,-0.5777
clearances,-0.6338
errors,-0.3758
aerials_won,-0.5905
aerials_lost,-0.826
ball_recoveries,-0.2657
pens_conceded,-0.3182
fouls,-1.5068
cards_yellow_red,-0.1906
