position,CM
minutes,2168.0
passes_completed,-0.0577
passes,-0.0054
dribbles_completed,-0.2815
dribbles,-0.3955
passes_completed_short,0.1957
passes_short,0.1933
passes_completed_medium,-0.1953
passes_medium,-0.1934
passes_completed_long,-0.2176
passes_long,0.0114
passes_total_distance,-0.1669
passes_free_kicks,0.5454
through_balls,-0.338
passes_pressure,-0.541
passes_switches,0.206
crosses,0.5076
corner_kicks,1.4136
passes_intercepted,0.2831
passes_blocked,-0.4715
dispossessed,-0.2874
goals,-0.4861
assists,0.2272
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3713
shots_on_target,-0.3166
sca,0.3079
gca,-0.2716
xg,-0.4437
crosses_into_penalty_area,0.7645
passes_into_final_third,0.0783
passes_into_penalty_area,0.7047
progressive_passes,0.4161
carry_progressive_distance,-0.7052
assisted_shots,0.7508
fouled,-0.656
pens_won,-0.2937
tackles,-0.6425
interceptions,-0.3355
blocks,-0.524
tackles_won,-0.3118
dribble_tackles,-0.2286
dribbles_vs,0.2239
pressures,0.7132
pressure_regains,0.7297
clearances,-0.4156
errors,0.4948
aerials_won,-0.4687
aerials_lost,-0.2495
ball_recoveries,0.7167
pens_conceded,0.8205
fouls,-0.4985
cards_yellow_red,-0.1907
