position,WB
minutes,-0.4123
passes_completed,-0.2615
passes,0.0868
dribbles_completed,1.0756
dribbles,1.0637
passes_completed_short,-0.4729
passes_short,-0.4974
passes_completed_medium,-0.099
passes_medium,0.2178
passes_completed_long,-0.0177
passes_long,0.6192
passes_total_distance,-0.1323
passes_free_kicks,-0.4578
through_balls,0.0454
passes_pressure,0.9264
passes_switches,-0.2681
crosses,1.2294
corner_kicks,-0.5565
passes_intercepted,1.0554
passes_blocked,1.2046
dispossessed,-0.0083
goals,-0.7238
assists,1.5281
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7297
shots_on_target,-0.56
sca,-0.1276
gca,1.1161
xg,-0.7534
crosses_into_penalty_area,1.178
passes_into_final_third,0.3073
passes_into_penalty_area,0.4862
progressive_passes,1.0053
carry_progressive_distance,1.2731
assisted_shots,0.1149
fouled,0.1432
pens_won,-0.2935
tackles,0.181
interceptions,2.1602
blocks,3.6594
tackles_won,0.17
dribble_tackles,1.0937
dribbles_vs,1.0622
pressures,0.2287
pressure_regains,-0.0703
clearances,0.1935
errors,-0.3758
aerials_won,-0.271
aerials_lost,-0.8308
ball_recoveries,0.7681
pens_conceded,-0.3182
fouls,-0.6509
cards_yellow_red,-0.1906
